TicketID,CreatedDate,ClosedDate,AgencyName,ComplaintType,Status,Latitude,Longitude,ZipCode,ResolutionDays,ReopenCount,SeverityScore,SentimentScore,CostEstimate,PopulationDensity,SLAStatus,SLA_Compliant,Year,Month,Quarter
TG-10154,2019-09-16,,HMWS&SB,Water Supply Disruption,Open,16.895216,78.062686,500034,5,0,6.81,0.603,94428.47,11281.2,Within SLA,Open,2019,September,3
TG-10155,2019-01-29,2019-02-02,GHMC,Footpath Encroachment,Closed,16.57402,78.26872,502001,4,0,4.36,-0.253,8761.03,2181.9,Within SLA,Late,2019,January,1
TG-10156,2019-06-26,2019-06-27,TSSPDCL,Transformer Fault,Closed,19.674837,77.333286,500004,1,0,8.1,-0.05,22739.68,17345.8,Within SLA,Late,2019,June,2
TG-10157,2019-11-27,,Transport Department,Vehicle Registration Delay,Pending,18.821283,79.979529,501301,15,2,4.89,-0.748,4283.17,9394.0,Breached,Open,2019,November,4
TG-10158,2019-10-03,2019-10-11,Water Resources,Borewell Water Contamination,Closed,19.826868,79.144616,502270,8,0,8.18,0.508,148149.86,2587.1,Within SLA,Late,2019,October,4
TG-10159,2019-05-07,,Revenue Department,Property Tax Dispute,Open,17.925418,80.417425,506167,5,0,4.38,0.545,16705.85,983.7,Within SLA,Open,2019,May,2
TG-10160,2019-11-01,2019-11-07,GHMC,Streetlight Not Working,Closed,16.650405,79.043644,509001,6,0,3.1,-0.085,5521.23,1595.5,Within SLA,Late,2019,November,4
TG-10161,2019-04-30,,HMWS&SB,Water Supply Disruption,Pending,19.479278,81.339921,502001,10,0,9.26,-0.756,81157.16,2546.0,Breached,Open,2019,April,2
TG-10162,2019-10-30,2020-01-09,Revenue Department,Encroachment of Public Land,Closed,17.67101,79.901927,500014,71,1,7.64,-0.542,19960.11,7113.0,Breached,Late,2019,October,4
TG-10163,2019-06-03,2019-07-24,Agriculture Department,Crop Damage Compensation,Closed,16.695921,78.933245,501512,51,0,7.13,-0.209,44738.05,3866.1,Breached,Late,2019,June,2
TG-10164,2019-06-19,2019-06-30,Public Health,Mosquito Breeding,Closed,17.412769,80.029422,501301,11,0,6.94,0.285,26901.09,8209.8,Breached,Late,2019,June,2
TG-10165,2019-12-10,2019-12-12,TSSPDCL,Power Outage,Closed,19.021016,80.336893,503001,2,0,7.24,-0.115,28034.79,844.8,Within SLA,Late,2019,December,4
TG-10166,2019-07-23,2019-08-02,Agriculture Department,Crop Damage Compensation,Closed,17.721482,78.298559,506001,10,0,8.75,0.72,60341.06,1894.2,Within SLA,Late,2019,July,3
TG-10167,2019-08-29,,Food & Civil Supplies,Ration Card Issue,Open,16.996137,78.295251,500010,3,2,6.28,-0.113,10654.56,7156.4,Within SLA,Open,2019,August,3
TG-10168,2019-04-11,2019-04-19,Agriculture Department,Crop Damage Compensation,Closed,18.828478,78.280772,504251,8,0,6.99,0.325,55644.25,824.1,Within SLA,Late,2019,April,2
TG-10169,2019-03-28,2019-03-30,HMWS&SB,Water Pipeline Leakage,Closed,18.682152,77.446675,507303,2,0,8.2,0.036,57160.6,2317.2,Within SLA,Late,2019,March,1
TG-10170,2019-01-04,2019-01-26,Panchayati Raj,Rural Road Damage,Closed,18.050433,77.45389,500002,22,0,6.24,-0.641,25738.33,9510.3,Breached,Late,2019,January,1
TG-10171,2019-01-09,2019-01-10,Public Health,Hospital Staff Misconduct,Closed,18.207535,80.131008,503187,1,0,6.02,0.578,28431.61,1525.1,Within SLA,Late,2019,January,1
TG-10172,2019-03-18,2019-03-21,HMWS&SB,Water Supply Disruption,Closed,17.849448,78.766817,501301,3,0,6.96,0.15,64810.44,8798.9,Within SLA,Late,2019,March,1
TG-10173,2019-12-17,2019-12-20,TSNPDCL,Electricity Meter Tampering,Closed,16.690791,77.239691,500070,3,0,7.48,0.108,52837.02,5275.6,Within SLA,Late,2019,December,4
TG-10174,2019-06-19,2019-07-17,Water Resources,Borewell Water Contamination,Closed,19.564328,80.107608,500028,28,2,8.7,-0.433,75131.43,17191.5,Breached,Late,2019,June,2
TG-10175,2019-05-24,2019-05-25,GHMC,Garbage Not Collected,Closed,16.990251,80.646901,502220,1,0,6.6,0.351,10862.08,539.1,Within SLA,Late,2019,May,2
TG-10176,2019-10-18,2019-11-16,Revenue Department,Encroachment of Public Land,Closed,19.015134,80.520092,507001,29,0,7.5,0.628,41833.85,1489.2,Within SLA,Late,2019,October,4
TG-10177,2019-01-28,,Revenue Department,Property Tax Dispute,Pending,19.130087,77.324428,505001,37,1,3.29,-0.577,7659.55,2887.1,Breached,Open,2019,January,1
TG-10178,2019-07-12,2019-07-18,Food & Civil Supplies,Ration Card Issue,Closed,17.50429,78.235089,500035,6,0,5.3,0.533,19502.95,5280.4,Within SLA,Late,2019,July,3
TG-10179,2019-11-21,2019-11-24,HMWS&SB,Sewage Overflow,Closed,17.417206,77.756529,500008,3,0,7.46,0.124,81899.72,11082.7,Within SLA,Late,2019,November,4
TG-10180,2019-02-22,2019-02-23,GHMC,Drainage Blockage,Closed,19.436642,77.251831,500028,1,0,5.08,0.119,46243.55,13969.2,Within SLA,Late,2019,February,1
TG-10181,2019-05-05,2019-05-12,Education Department,School Infrastructure Issue,Closed,17.068505,78.35904,500047,7,0,5.72,0.215,8153.09,5244.6,Within SLA,Late,2019,May,2
TG-10182,2019-11-17,,Municipal Corporation,Stray Animal Menace,Pending,19.726,78.595312,501301,19,0,5.49,-0.092,10962.26,3641.8,Breached,Open,2019,November,4
TG-10183,2019-11-30,2019-12-06,TSRTC,Bus Route Irregularity,Closed,17.854015,78.540378,503309,6,0,4.92,-0.269,2945.57,1405.9,Within SLA,Late,2019,November,4
TG-10184,2019-05-05,2019-05-12,Food & Civil Supplies,Ration Card Issue,Closed,18.417092,79.687354,506132,7,0,4.98,-0.179,6523.78,1936.0,Within SLA,Late,2019,May,2
TG-10185,2019-08-25,2019-08-30,Transport Department,Vehicle Registration Delay,Closed,18.788124,77.784552,502270,5,0,4.83,0.156,7066.6,2619.5,Within SLA,Late,2019,August,3
TG-10186,2019-07-13,2019-07-26,HMWS&SB,Water Pipeline Leakage,Closed,19.456755,78.956863,500074,13,1,6.22,-0.399,64232.46,6206.2,Breached,Late,2019,July,3
TG-10187,2019-11-01,,Agriculture Department,Crop Damage Compensation,Open,18.414949,79.909131,500016,3,0,7.91,0.105,60049.28,9663.4,Within SLA,Open,2019,November,4
TG-10188,2019-01-06,2019-01-18,Panchayati Raj,Rural Road Damage,Closed,18.4558,79.07227,503309,12,0,5.3,0.543,38735.37,1489.5,Within SLA,Late,2019,January,1
TG-10189,2019-02-23,2019-03-08,Municipal Corporation,Stray Animal Menace,Closed,17.203349,79.228289,500058,13,0,4.89,-0.146,12416.68,4871.3,Breached,Late,2019,February,1
TG-10190,2019-02-04,2019-02-23,Education Department,School Infrastructure Issue,Closed,19.22017,81.105674,500010,19,0,4.9,-0.36,6339.16,5730.0,Breached,Late,2019,February,1
TG-10191,2019-10-14,2019-10-18,HMWS&SB,Sewage Overflow,Closed,19.00712,80.909009,506101,4,0,8.28,-0.032,96217.6,2834.8,Within SLA,Late,2019,October,4
TG-10192,2019-04-16,2019-04-17,Public Health,Mosquito Breeding,Closed,18.325423,78.736331,500014,1,0,5.84,-0.04,53936.03,7252.8,Within SLA,Late,2019,April,2
TG-10193,2019-09-28,,HMDA,Illegal Construction,Open,18.599033,80.617701,500002,11,0,8.9,-0.205,85800.95,11479.2,Within SLA,Open,2019,September,3
TG-10194,2019-12-11,2019-12-14,Public Health,Hospital Staff Misconduct,Closed,16.980619,78.831546,505172,3,0,6.4,-0.157,35104.6,792.4,Within SLA,Late,2019,December,4
TG-10195,2019-11-22,2019-11-30,Public Health,Mosquito Breeding,Closed,16.682278,78.707965,503187,8,1,6.61,-0.465,40775.82,1060.6,Breached,Late,2019,November,4
TG-10196,2019-10-15,2019-10-18,TSSPDCL,Power Outage,Closed,18.009096,77.902465,500003,3,0,7.02,0.111,59313.76,12917.3,Within SLA,Late,2019,October,4
TG-10197,2019-10-03,2019-12-09,Revenue Department,Encroachment of Public Land,Closed,19.135384,80.657788,502319,67,1,5.87,-0.262,18813.46,783.0,Breached,Late,2019,October,4
TG-10198,2019-04-22,2019-04-26,Transport Department,Vehicle Registration Delay,Closed,18.02909,78.664023,501218,4,0,4.97,-0.277,8692.72,4786.3,Within SLA,Late,2019,April,2
TG-10199,2019-05-02,2019-06-15,Water Resources,Borewell Water Contamination,Closed,19.266002,80.58285,507115,44,2,7.63,-0.544,142126.2,1655.5,Breached,Late,2019,May,2
TG-10200,2019-06-15,2019-07-04,Revenue Department,Encroachment of Public Land,Closed,19.85066,80.053057,502286,19,0,7.94,-0.103,77419.35,1168.4,Within SLA,Late,2019,June,2
TG-10201,2019-12-02,,Public Health,Hospital Staff Misconduct,Pending,18.16416,79.625187,500018,6,0,6.38,-0.435,52002.51,15614.7,Breached,Open,2019,December,4
TG-10202,2019-02-17,2019-02-28,Public Health,Mosquito Breeding,Closed,19.454286,80.758103,500035,11,0,6.21,-0.847,45464.71,5928.3,Breached,Late,2019,February,1
TG-10203,2019-02-02,2019-02-06,HMWS&SB,Water Pipeline Leakage,Closed,18.360856,77.748496,500028,4,0,8.39,0.259,39396.24,11228.7,Within SLA,Late,2019,February,1
TG-10204,2019-01-24,2019-02-08,GHMC,Footpath Encroachment,Closed,18.052162,81.365721,508213,15,0,3.3,-0.612,4846.84,1880.0,Breached,Late,2019,January,1
TG-10205,2019-05-21,2019-05-22,GHMC,Footpath Encroachment,Closed,17.538731,80.137654,501301,1,0,3.28,-0.35,7632.0,4575.9,Within SLA,Late,2019,May,2
TG-10206,2019-09-02,2019-09-19,Agriculture Department,Crop Damage Compensation,Closed,18.86503,80.631858,500002,17,0,6.23,0.568,14215.15,14799.8,Within SLA,Late,2019,September,3
TG-10207,2019-04-28,2019-05-25,Agriculture Department,Crop Damage Compensation,Closed,19.473291,79.89462,502334,27,0,7.15,-0.47,66907.11,950.6,Breached,Late,2019,April,2
TG-10208,2019-11-29,2019-12-06,Revenue Department,Property Tax Dispute,Closed,17.899814,80.083578,505001,7,0,3.49,0.287,5042.86,2070.2,Within SLA,Late,2019,November,4
TG-10209,2019-03-05,2019-03-09,GHMC,Footpath Encroachment,Closed,18.381549,79.720033,508001,4,0,4.77,0.035,5739.72,770.8,Within SLA,Late,2019,March,1
TG-10210,2019-06-04,,Roads & Buildings,Pothole on Road,Open,16.685535,80.971233,503321,10,0,5.82,0.251,27940.48,1970.5,Within SLA,Open,2019,June,2
TG-10211,2019-11-23,2019-11-24,Public Health,Mosquito Breeding,Closed,18.432493,78.734732,504106,1,0,6.78,0.797,66275.61,328.2,Within SLA,Late,2019,November,4
TG-10212,2019-01-09,2019-01-13,Panchayati Raj,Rural Road Damage,Closed,19.183586,79.327765,505468,4,0,6.76,0.042,18469.17,599.6,Within SLA,Late,2019,January,1
TG-10213,2019-07-25,2019-08-04,Transport Department,Vehicle Registration Delay,Closed,19.812666,77.852584,503187,10,0,2.25,0.172,3688.41,565.9,Within SLA,Late,2019,July,3
TG-10214,2019-05-03,2019-05-10,Police Department,Noise Pollution,Closed,16.687097,79.997534,501301,7,0,2.17,0.203,2619.66,3695.9,Within SLA,Late,2019,May,2
TG-10215,2019-12-26,2019-12-29,HMWS&SB,Water Supply Disruption,Closed,16.931564,80.480721,505327,3,0,6.05,-0.419,45407.27,2301.9,Within SLA,Late,2019,December,4
TG-10216,2019-08-08,2019-08-18,Transport Department,Vehicle Registration Delay,Closed,18.236658,77.432844,501301,10,0,2.82,0.024,2945.79,6765.2,Within SLA,Late,2019,August,3
TG-10217,2019-02-22,2019-02-24,Municipal Corporation,Stray Animal Menace,Closed,17.331475,79.181411,508207,2,0,6.68,0.148,26763.7,374.9,Within SLA,Late,2019,February,1
TG-10218,2019-01-19,,HMWS&SB,Sewage Overflow,Pending,17.915272,80.225209,500058,10,1,8.66,0.054,89132.5,5516.2,Breached,Open,2019,January,1
TG-10219,2019-12-11,2019-12-14,TSSPDCL,Transformer Fault,Closed,17.459843,80.748355,501301,3,0,8.71,0.84,54810.54,3413.6,Within SLA,Late,2019,December,4
TG-10220,2019-10-16,2019-11-07,Roads & Buildings,Pothole on Road,Closed,19.126885,78.020774,500035,22,0,8.14,-0.387,53248.41,6550.1,Breached,Late,2019,October,4
TG-10221,2019-01-13,,HMWS&SB,Water Supply Disruption,Pending,17.779334,80.299947,509103,7,1,6.93,-0.314,125853.82,736.0,Breached,Open,2019,January,1
TG-10222,2019-09-09,2019-10-19,Revenue Department,Property Tax Dispute,Closed,19.550777,79.382989,500070,40,1,5.88,-0.339,24793.54,3558.2,Breached,Late,2019,September,3
TG-10223,2019-10-25,2019-11-01,TSRTC,Bus Route Irregularity,Closed,17.305024,78.296162,505172,7,0,2.29,0.446,3892.78,1587.5,Within SLA,Late,2019,October,4
TG-10224,2019-06-12,2019-06-19,Agriculture Department,Crop Damage Compensation,Closed,16.870508,77.643763,500035,7,0,7.36,0.276,66072.86,3816.7,Within SLA,Late,2019,June,2
TG-10225,2019-04-17,2019-04-24,Food & Civil Supplies,Food Adulteration,Closed,18.869385,77.369385,500076,7,0,8.36,0.228,161974.67,7959.4,Within SLA,Late,2019,April,2
TG-10226,2019-07-02,2019-07-05,HMWS&SB,Water Supply Disruption,Closed,16.605679,78.898447,508213,3,0,7.58,0.22,169277.92,742.3,Within SLA,Late,2019,July,3
TG-10227,2019-03-13,2019-03-20,GHMC,Garbage Not Collected,Closed,18.643012,79.907677,500088,7,0,3.49,0.258,7817.82,8853.9,Within SLA,Late,2019,March,1
TG-10228,2019-02-03,2019-02-05,Public Health,Hospital Staff Misconduct,Closed,19.250217,77.714616,502220,2,0,6.59,0.083,63633.2,729.9,Within SLA,Late,2019,February,1
TG-10229,2019-07-22,2019-07-26,HMWS&SB,Sewage Overflow,Closed,19.503641,77.345528,504001,4,0,8.49,0.197,80972.37,402.7,Within SLA,Late,2019,July,3
TG-10230,2019-10-09,2019-10-13,HMWS&SB,Water Pipeline Leakage,Closed,19.507819,79.408419,503185,4,0,7.44,0.285,29426.9,688.2,Within SLA,Late,2019,October,4
TG-10231,2019-07-03,,Labour Department,Labour Wage Dispute,Pending,18.530196,77.323075,503187,36,0,7.44,-0.542,18074.39,967.9,Breached,Open,2019,July,3
TG-10232,2019-09-29,,GHMC,Garbage Not Collected,Pending,17.406192,80.628398,507111,10,2,4.43,-0.406,14462.67,520.3,Breached,Open,2019,September,3
TG-10233,2019-10-22,,Transport Department,Vehicle Registration Delay,Pending,19.241115,80.130032,509001,16,0,4.54,0.008,5355.05,481.8,Breached,Open,2019,October,4
TG-10234,2019-10-18,2019-10-25,Agriculture Department,Crop Damage Compensation,Closed,19.799318,79.476923,509001,7,0,7.69,-0.391,71759.47,1538.7,Within SLA,Late,2019,October,4
TG-10235,2019-04-23,2019-04-26,GHMC,Garbage Not Collected,Closed,19.623855,80.745993,500001,3,0,3.08,0.275,10721.4,9304.9,Within SLA,Late,2019,April,2
TG-10236,2019-03-14,2019-03-25,HMWS&SB,Water Supply Disruption,Closed,17.845025,77.624335,501218,11,3,9.1,-0.399,195237.02,5241.5,Breached,Late,2019,March,1
TG-10237,2019-08-12,2019-08-21,TSNPDCL,Electricity Meter Tampering,Closed,17.713207,79.995233,500058,9,0,7.38,-0.402,56092.72,8337.6,Breached,Late,2019,August,3
TG-10238,2019-03-07,2019-03-19,Police Department,Noise Pollution,Closed,19.880563,81.253773,507115,12,0,2.53,-0.272,2272.55,2387.1,Within SLA,Late,2019,March,1
TG-10239,2019-11-10,,Police Department,Noise Pollution,Open,17.586364,79.871984,500034,10,0,2.66,-0.169,2222.52,8778.1,Within SLA,Open,2019,November,4
TG-10240,2019-06-21,2019-06-29,Forest Department,Deforestation Complaint,Closed,19.175868,80.225737,502113,8,0,7.34,0.106,38786.28,1478.4,Within SLA,Late,2019,June,2
TG-10241,2019-07-31,,Education Department,School Infrastructure Issue,Pending,19.078028,78.147447,500028,27,0,5.48,-0.699,16335.88,15887.3,Breached,Open,2019,July,3
TG-10242,2019-02-23,2019-03-08,Revenue Department,Encroachment of Public Land,Closed,19.702236,81.307774,501401,13,0,5.22,0.498,14929.31,4545.9,Within SLA,Late,2019,February,1
TG-10243,2019-12-01,2020-01-01,Agriculture Department,Crop Damage Compensation,Closed,19.64695,79.468527,500035,31,0,6.49,-0.696,45924.47,5455.7,Breached,Late,2019,December,4
TG-10244,2019-10-20,2019-10-21,GHMC,Streetlight Not Working,Closed,17.501468,79.980485,505172,1,0,4.65,0.809,11343.12,1402.1,Within SLA,Late,2019,October,4
TG-10245,2019-11-23,2019-11-24,HMWS&SB,Water Supply Disruption,Closed,16.809865,79.485329,503185,1,0,7.17,-0.008,117578.83,1427.1,Within SLA,Late,2019,November,4
TG-10246,2019-05-15,2019-05-18,Public Health,Mosquito Breeding,Closed,18.868001,77.606151,500018,3,0,6.32,0.382,22309.28,13642.5,Within SLA,Late,2019,May,2
TG-10247,2019-04-27,2019-05-18,Food & Civil Supplies,Food Adulteration,Closed,17.301183,78.455179,505325,21,1,8.66,0.147,128244.7,2840.9,Breached,Late,2019,April,2
TG-10248,2019-10-20,,Revenue Department,Property Tax Dispute,Pending,19.726809,77.902092,501218,49,0,5.03,-0.398,12658.21,8695.5,Breached,Open,2019,October,4
TG-10249,2019-12-16,2019-12-24,HMWS&SB,Water Supply Disruption,Closed,17.819537,78.868891,500004,8,2,7.74,-0.333,44166.11,17141.7,Breached,Late,2019,December,4
TG-10250,2019-01-07,,Revenue Department,Property Tax Dispute,Pending,17.008784,79.579694,500074,49,0,5.36,0.359,6995.16,7690.1,Breached,Open,2019,January,1
TG-10251,2019-02-21,2019-03-04,Public Health,Hospital Staff Misconduct,Closed,17.085479,78.892491,502001,11,2,8.36,-0.339,53193.09,1930.1,Breached,Late,2019,February,1
TG-10252,2019-06-19,2019-07-05,Agriculture Department,Crop Damage Compensation,Closed,16.568792,80.633021,503321,16,0,8.07,0.536,81457.58,2333.8,Within SLA,Late,2019,June,2
TG-10253,2019-12-17,,TSIIC,Industrial Pollution,Open,17.917027,79.91133,500074,8,0,7.29,0.42,68158.29,7954.9,Within SLA,Open,2019,December,4
TG-10254,2019-09-06,2019-09-12,Public Health,Hospital Staff Misconduct,Closed,18.223104,77.769729,500004,6,1,8.28,-0.352,40885.67,9589.7,Breached,Late,2019,September,3
TG-10255,2019-04-13,2019-04-21,Roads & Buildings,Pothole on Road,Closed,18.078343,78.867158,508202,8,0,8.35,0.369,45436.5,638.5,Within SLA,Late,2019,April,2
TG-10256,2019-11-01,2019-12-01,Roads & Buildings,Pothole on Road,Closed,19.541273,80.345637,509336,30,1,6.78,-0.211,24671.88,759.6,Breached,Late,2019,November,4
TG-10257,2019-10-20,2019-10-24,Roads & Buildings,Pothole on Road,Closed,16.568178,80.477275,505172,4,0,8.12,-0.171,47125.75,1172.7,Within SLA,Late,2019,October,4
TG-10258,2019-03-30,2019-04-02,Food & Civil Supplies,Ration Card Issue,Closed,18.923318,80.179346,506001,3,0,5.8,-0.261,24909.94,2668.4,Within SLA,Late,2019,March,1
TG-10259,2019-04-22,2019-05-12,Water Resources,Borewell Water Contamination,Closed,19.367165,78.771765,500035,20,0,8.4,-0.011,137948.14,6069.1,Within SLA,Late,2019,April,2
TG-10260,2019-09-04,2019-11-14,Revenue Department,Encroachment of Public Land,Closed,19.737439,79.936159,503187,71,0,5.19,-0.216,41384.29,981.5,Breached,Late,2019,September,3
TG-10261,2019-11-04,,Transport Department,Vehicle Registration Delay,Open,17.923123,78.830755,500033,6,1,3.21,0.021,2289.36,17974.7,Within SLA,Open,2019,November,4
TG-10262,2019-04-24,2019-05-10,TSIIC,Industrial Pollution,Closed,18.224871,80.750761,500034,16,0,9.06,-0.331,150338.31,17065.3,Within SLA,Late,2019,April,2
TG-10263,2019-03-07,2019-03-21,HMWS&SB,Sewage Overflow,Closed,17.707964,80.325682,508202,14,1,9.22,-0.115,56310.2,870.6,Breached,Late,2019,March,1
TG-10264,2019-08-26,2019-08-31,Public Health,Mosquito Breeding,Closed,18.105547,78.017084,501512,5,0,7.55,0.513,57846.3,6481.9,Within SLA,Late,2019,August,3
TG-10265,2019-03-19,2019-04-02,Revenue Department,Property Tax Dispute,Closed,19.432139,77.957498,500018,14,0,3.41,0.732,4827.22,17866.5,Within SLA,Late,2019,March,1
TG-10266,2019-11-21,2019-11-23,HMWS&SB,Water Pipeline Leakage,Closed,19.099245,79.256224,500016,2,0,6.17,0.049,22728.62,15611.9,Within SLA,Late,2019,November,4
TG-10267,2019-08-08,2019-08-20,HMWS&SB,Water Supply Disruption,Closed,19.073282,79.430342,506001,12,0,7.61,-0.775,156432.04,3830.2,Breached,Late,2019,August,3
TG-10268,2019-12-22,2019-12-24,Roads & Buildings,Road Cave-in,Closed,17.067869,80.660144,500001,2,0,9.75,-0.002,147186.71,11835.5,Within SLA,Late,2019,December,4
TG-10269,2019-09-26,2019-10-11,TSRTC,Bus Route Irregularity,Closed,19.621898,78.894245,500074,15,0,3.01,-0.07,5048.73,4130.6,Breached,Late,2019,September,3
TG-10270,2019-09-16,2019-09-19,TSSPDCL,Power Outage,Closed,18.677092,80.439249,500003,3,0,5.68,-0.064,31249.62,15921.3,Within SLA,Late,2019,September,3
TG-10271,2019-12-01,2019-12-02,TSNPDCL,Electricity Meter Tampering,Closed,17.020632,80.119807,503187,1,0,7.51,-0.154,47873.91,1549.3,Within SLA,Late,2019,December,4
TG-10272,2019-09-24,2019-09-26,Food & Civil Supplies,Food Adulteration,Closed,18.239388,79.794331,503309,2,0,7.81,0.247,161473.27,1279.5,Within SLA,Late,2019,September,3
TG-10273,2019-05-15,2019-07-07,Revenue Department,Property Tax Dispute,Closed,19.672623,78.588535,501301,53,1,5.49,-0.324,9045.86,5978.1,Breached,Late,2019,May,2
TG-10274,2019-12-09,,GHMC,Footpath Encroachment,Open,19.57625,79.906215,500002,1,1,4.48,0.182,15701.84,8750.5,Within SLA,Open,2019,December,4
TG-10275,2019-03-31,2019-05-15,HMDA,Illegal Construction,Closed,16.656023,80.778395,500039,45,2,8.62,-0.489,76478.32,4117.5,Breached,Late,2019,March,1
TG-10276,2019-11-15,,Police Department,Noise Pollution,Open,17.862644,81.241702,505327,12,0,2.8,0.554,1696.85,2537.4,Within SLA,Open,2019,November,4
TG-10277,2019-08-04,2019-09-01,Forest Department,Deforestation Complaint,Closed,19.598171,79.227234,500035,28,0,7.95,-0.425,24745.77,8066.1,Breached,Late,2019,August,3
TG-10278,2019-07-03,2019-07-11,HMWS&SB,Sewage Overflow,Closed,17.998339,77.466011,502296,8,0,8.83,-1.0,180809.18,1720.3,Breached,Late,2019,July,3
TG-10279,2019-10-23,2019-11-03,Agriculture Department,Crop Damage Compensation,Closed,18.970617,79.224105,503001,11,0,8.17,-0.355,49094.03,1698.3,Within SLA,Late,2019,October,4
TG-10280,2019-10-13,,Public Health,Mosquito Breeding,Open,19.386075,80.777859,505209,5,0,7.68,0.045,27501.78,2108.5,Within SLA,Open,2019,October,4
TG-10281,2019-06-19,2019-06-23,Education Department,School Infrastructure Issue,Closed,18.010242,79.606747,508001,4,0,6.91,-0.178,8179.99,1689.1,Within SLA,Late,2019,June,2
TG-10282,2019-09-12,2019-09-19,TSRTC,Bus Route Irregularity,Closed,16.500577,77.581761,500028,7,0,4.24,0.009,4791.13,12123.4,Within SLA,Late,2019,September,3
